Article_ID,Date,Title,Summary,Topic_2digit
14789,1/18/2001,Pataki Presents His Plan To Ease State Drug Laws,Pataki proposing softer pentalites for drug law violations,12
14790,1/18/2001,Tampa Bay Assistant Chosen to Coach Jets,new coach chosen for NFL team,29
14791,1/18/2001,Big Companies Picking Up Tab in Inauguration,companies paying for Presidential inauguration,20
14792,1/18/2001,Mr. Midland Goes To Washington,Bush takes detour on way to Washington,20
14793,1/18/2001,Treasury Choice Varies From Bush On Tax Outlook,Treasury-Secretary nominee has different view of tax cuts than Bush,20
14794,1/18/2001,"Scientists Bring Light to Full Stop, Hold It, Then Send It on Its Way",scientists able to stop light,17
14795,1/18/2001,Congo Says Leader Is Alive but Installs His Son in Top Role,Congo officials claim President still alive,19
14796,1/19/2001,Transition in Washington: News Analysis; Selling Point Is a Sore One,"despite attempts at wooing Blacks, Bush still only got small percentage of vote",20
14797,1/19/2001,Transition in Washington: The Attorney General Selection; Judge Testifies That Ashcroft Willfully Distorted the Record,judge testifies against Ashcroft in Senate nomination hearing,20
14798,1/19/2001,"Transition in Washington: Health and Human Services; Bush Drug Plan Lacks Support, Senators Assert",Senators doubt Bush's plan to help elderly people with prescriptions,3
14799,1/19/2001,Equity Shrivels as Homeowners Borrow and Buy,Americans borrowing against home to be able to spend more,15
14800,1/19/2001,California Endures A 2nd Straight Day of Power Blackouts,more blackouts in California,8
14801,1/19/2001,Transition in Washington: The President-Elect; G.O.P. Begins a Party 8 Years in the Making,Republicans looking forward to regaining control of Presidency,20
14802,1/19/2001,Marine Unit Raided in Criminal Inquiry On Troubled Craft,criminal inquiry leads to raid in Marine unit,16
14803,1/19/2001,Government in Transition,Preparing for Presidental Inauguration,20
14804,1/20/2001,"Transition in Washington: The Party Positions; At Hearings, Cracks Appear in Bush's Party Line",Cabinet nominees moving away from Bush's party line,20
14805,1/20/2001,"Transition in Washington: The President; Exiting Job, Clinton Accepts Immunity Deal",Clinton accepts deal regarding indictment of perjury,20
14806,1/20/2001,Defense Chief Allots Wide Blame for Cole,Secretary of Defense blames numerous people in Pentagon for Cole bombing,16
14807,1/20/2001,"Philippines Leader Resigns, Beset by Scandal",Philippines President quits among scandal,19
14808,1/20/2001,Transition in Washington: The Reaction; Sighs of Relief Over Outcome Are Bipartisan,Clinton's acceptance of deal brings relief to both parties,20
14809,1/20/2001,California Crisis Hurts Businesses And Idle Workers,"power crisis hurting California businesses, workers, consumers alike",8
14810,1/20/2001,Transition in Washington: The Overview; G.O.P. Celebrates Beginning and an End,Republicans celebrate end of Democratic Presidency and beginning of their own,20
14811,1/21/2001,"The Inauguration: The President; Bush, Taking Office, Calls For Civility, Compassion And 'Nation Of Character'",Bush sworn in as 43rd President,20
14812,1/21/2001,A Quick Turn,First Couple dances at Inaugural Ball,20
14813,1/21/2001,The Inauguration: News Analysis; Tradition and Legitimacy,Bush first president since Harrison to lose popular vote but win presidency,20
14814,1/21/2001,The Inauguration: The Family; Proud Father and Son Bask in History's Glow,Former President Bush proud of son,20
14815,1/21/2001,The Inauguration,agenda of inauguration,20
14816,1/21/2001,The Inauguration: The Presidental Pardons; Clinton Pardons Deutch but Not Milken or Hubbell,Clinton pardons 140 people,20
14817,1/22/2001,"The New Administration: The President; On First Day, Bush Settles Into a Refitted Oval Office",Bush's first day of Presidency,20
14818,1/22/2001,"Iraq Rebuilt Weapons Factories, U.S. Officials Say",Intelligence claims Iraq rebuilding chemical and biological weapons factories,19
14819,1/22/2001,New Princes Of The Church: The Overview; 37 New Cardinals Selected By Pope; Egan is Elevated,Pope selects new cardinals,31
14820,1/22/2001,New Plants in California Racing Time,power generating plant being built faster to help with California's problems,8
14821,1/22/2001,Pluto's Not a Planet? Only in New York,American Museam of Natural History leaves out Pluto,17
14822,1/22/2001,New Princes Of The Church: The Theologian; A Theologian At Fordham Gets Red Hat,Theologian professor elevated to Cardinal,31
14823,1/23/2001,"Spared Threat of Death Sentence, Man Admits Killings at Wendy's",Man pleads guilty to killing in Queens,12
14824,1/23/2001,4 of 7 Texas Fugitives Captured In Colorado as 5th Kills Himself,4 fugitives from Texas prison captured,12
14825,1/23/2001,The New Administration: The President; Bush Acts To Halt Overseas Spending Tied To Abortion,Bush denies federal funding of overseas groups that support abortion,2
14826,1/23/2001,Independent Plants A Factor In the Latest Energy Crisis,independent energy plants exasberating crisis in California,8
14827,1/23/2001,The New Administration: The Education Issue; Education Plan By Bush Shows New Consensus,"Bush plans to present ""leave no child behind"" educuation package",6
14828,1/23/2001,Former Slave Haven in Brazil Gaining Rights,fomer slave enclaves slowly gaining rights in Brazil,19
14829,1/23/2001,"As New Peace Talks Go On, Palestinians Criticize Clinton",negotiators push ahead with Israeli-Palestinian peace agreement,19
14830,1/23/2001,Galapagos Spill Moves Toward Center of Archipelgo,team working to clean oil spill in Galapagos,7
14831,1/24/2001,Brooklyn Officers Accused as Brazen Robbers,police officers accused of being members of gang,12
14832,1/24/2001,The New Administration: News Analysis; Schoolbook Balancing Act,Bush education plan to find balance between state creativity and national standards,6
14833,1/24/2001,The New Administration: The Plan; Bush Pushes Ambitious Education Plan,Bush education plan to require states test all students,6
14834,1/24/2001,Delay on Ashcroft,Democrats delay Ashcroft nomination in Senate Committee,20
14835,1/24/2001,Met Opera Rejects Plan for Renovation of Lincoln Center,Met rejects renovation of Lincoln Center,28
14836,1/24/2001,Bush Adds 2 Weeks To Orders Ensuring California Power,Bush extends orders for power producers to sell extra electricity to California,8
14837,1/24/2001,5 Linked to Banned Sect in China Set Themselves on Fire in Protest,Members of Falun Gong Sect Self-Immolate on Chinese New Year,19
14838,1/24/2001,Assassinated Congo Leader is Buried,Congo buries President,19
14839,1/24/2001,"Out of Exile Once Again, Sharon is Focus of Israel",Sharon's campaign for Prime Minister becomes focus of Israel,19
14840,1/24/2001,Peace Talks Halted,Israeli negotiations with Egypt end after killing of civilians,19
14841,1/24/2001,Unplugged and Unfazed,believers of self-sufficiency point to California's power crisis,8
14842,1/25/2001,Redesigning Nature: Hard Lessons Learned; Biotechnology Food: From the Lab to a Debacle,biotechnology food back lash,4
14843,1/25/2001,California Weighs Offers to Sell It More Electricity,California debating on offers to buy more electricity,8
14844,1/25/2001,"Broad Cuts at Lucent Include 10,000 Jobs",communications equipment maker announces lay-offs,5
14845,1/25/2001,"Rats May Dream, It Seems, Of Their Days at the Mazes",scientific study claims animals can dream,4
14846,1/25/2001,Along The Kosovo-Serbia Boundary,NATO patrols Kosovo-Serbia Boundary,16
14847,1/25/2001,California's Power Crisis Replays a Familiar Theme,California Power Crisis,8
14848,1/25/2001,Big Companies Prove Winners in Airwave Bids,large companies take advantage of rules meant to help small telecommunications companies,17
14849,1/25/2001,Cleansing the Soul,Hindus arrive for festival in India,31
14850,1/25/2001,More Southern Charm,Bush using Southern Charm in Presidency,20
14851,1/26/2001,Wariness and Optimism Vie As Gays View New President,breakfast shows strain between Republican Party and gay members,2
14852,1/26/2001,Port Authority Increase Tolls And Train Fare,port authority raises tolls for first time in decade,10
14853,1/26/2001,California Gets Scant Sympathy From Neighbors,politicians in Western states laying blame on California for energy problems,8
14854,1/26/2001,Game Face,Super Bowl pep rally,29
14855,1/26/2001,Beijing in Battle With Sect: 'A Giant Fighting a Ghost',Chinese Government in 18-Month Campaign to Eliminate Falun- Gong Sect,19
14856,1/26/2001,Las Vegas Bet on Growth But Doesn't Love Payoff,Las Vegas mayor doesn't like the way the city is growing,14
14857,1/26/2001,"In Policy Change, Greenspan Backs a Broad Tax Cut",Greenspan supports modest tax cut,1
14858,1/26/2001,"Israel's Arabs, Despising Sharon, Aren't Sure about Barak Either",Israeli Arabs aren't sure who to support in upcoming election,19
14859,1/27/2001,Lott Is Assuring Senate Debate On Finance Bill,Senate Majority leader agrees to consider overhaul of campaign finance law,20
14860,1/27/2001,"Severe Earthquake Strikes India, Killing Thousands",earthquake kills thousands in India,26
14861,1/27/2001,"Game, Set, Comeback: Capriati Wins a Major",Capriati returns to tennis to win Grand Slam trophey,29
14862,1/27/2001,"Colombia, in Risky Move, Plans To Cede Zone to 2nd Rebel Group",Colombian President to cede land to second largest rebel group,19
14863,1/27/2001,Giuliani To Shift Police Discipline To Civilian Board,police officers accused of misconduct to be reviewed by independent agency,12
14864,1/27/2001,Down Into The Fray,Greenspan's support of tax cut raises speculation about judgement,1
14865,1/27/2001,An Anxious Wait,immigrants from India await news about survivors of earthquake,26
14866,1/27/2001,"Technology-Wary Investors, Once Scorned, Gain Respect",increase in investors that avoid technology stocks,15
14867,1/28/2001,"India, in Grief and Anger, Tallies Huge Quake Toll",India recovering after earthquake,26
14868,1/28/2001,Giants and Ravens Both on the Defensive,Super Bowl,29
14869,1/28/2001,Mideast Talks End With Gain But No Accord,Israeli-Palestinian negotiations closer to solution but lack time before election,19
14870,1/28/2001,Experts Try to Make Missle Shield Plan Palatable to China,Americans-Chinese trying to find compromise on missile defense shield,16
14871,1/28/2001,"Bush's Transition Largely A Success, All Sides Suggest",Bush transition into office smooth,20
14872,1/28/2001,Violence Finds a Niche in Children's Cartoons,more violence found in children's television cartoons,17
14873,1/28/2001,"In Rearview Mirror, A Wistful Gaze at the Olds",Oldsmobile to be a vehicle of the past,10
14874,1/29/2001,New Bush Office Seeks Closer Ties to Church Groups,Bush building closer ties with church groups by offering federal funding,2
14875,1/29/2001,Pro Football: Super Bowl; Ravens' Defense Overwhelms Giants in Super Bowl,Super Bowl overview,29
14876,1/29/2001,Problem Seen For Teenagers Who Hold Jobs,research claiming after-school job hurting teenagers education and development,5
14877,1/29/2001,Rising Numbers Sought Pardons In Last 2 Years,more felons sought Presidential pardons than in the past,20
14878,1/29/2001,"Earthquake In India: The Agony; In Indian Rubble, Death Is Defied, if Not Denied",India trying to save victims of earthquake,26
14879,1/29/2001,Questions Raised On New Bush Plan To End Estate Tax,questions over Bush's plan to repeal estate tax,1
14880,1/29/2001,"Who Is a Seminole, and Who Gets to Decide?",Seminoles debating over who gets to be a member of the tribe,21
14881,1/30/2001,Bush Proposes Aid On Medicare Drugs,Bush proposes providing aid to states for Medicare beneficiaries,3
14882,1/30/2001,Kenya Statements In Terrorism Case Allowed By Judge,judge rules statements made by defendants in Kenya allowable,16
14883,1/30/2001,Grim Task Now In India Quake: Excavate Dead,India recovering dead after earthquake,26
14884,1/30/2001,President Offers Plan To Promote Oil Exploration,Bush to make it easier for companies to access oil and gas for electricity,8
14885,1/30/2001,Maazel Is To Lead Philharmonic; Will Succeed Masur as Director,new music director choosen for New York Philharmonic,28
14886,1/30/2001,Tales of Deputies Gone Astray Dim Star of Old-Style Sheriff,lawsuit aims at Sheriff for misdeeds of deputies,12
14887,1/30/2001,Jury Awards Soar As Lawsuits Decline On Defective Goods,jurys awarding more money to lawsuits over defective products,15
14888,1/30/2001,A Grisly Mystery In Ukraine Leads to a Government Crisis,demonstrations in Ukraine over alleged involved of president in disappearance,19
14889,1/31/2001,Senate Committee Backs Bush Choice For Justice Dept.,Senate Judiciary supports Ashcroft as attorney general,20
14890,1/31/2001,"On Way Out, Whitman Backs Newark Arena",NJ Governor backs public financing of arena for professional teams,14
14891,1/31/2001,Surplus Estimate Hits $5.6 Trillion,federal government budget surplus numbers revised upward,1
14892,1/31/2001,2 Nominees Are Confirmed,two Bush nominees confirmed,20
14893,1/31/2001,No Crops Spared in Colombia's Coca War,Colombia cracking down on coca with backing from US,12
14894,1/31/2001,Handful of Survivors At Indian Quake Site,"some survivors found, mostly dead in Indian quake rubble",26
14895,1/31/2001,"To Fight Sect, China Publicizes a Public Burning",Chinese Government Publicizes Falun Gong Self-Immolation,19
14896,1/31/2001,Consumer Outlook For Next 6 Months Takes Sharp Drop,people's confidence in economic health has largest plunge since 1990,1
14897,1/31/2001,U.S. Skier Wins in Upset,American wins Apline world championship,29
14898,2/1/2001,Tax Cut Gains Steam,Republicans able to pass tax cut,1
14899,2/1/2001,U.S. Inquiry on '96 Contributions Aims at 3 Former Torricelli Aides,campaign aides of Senator under investigation,20
14900,2/1/2001,"Bush, in Outreach Bid, Meets Black Caucus",Bush reaches out to Congressional black caucus,20
14901,2/1/2001,Ashcroft Debate Shows Deep Rift,Senate divided over nomination of Ashcroft,20
14902,2/1/2001,The Lockerbie Verdict: The Overview; Libyan Convicted By Scottish Court in '88 Pan Am Blast,Libyan official found guilty of Pan Am bombing,19
14903,2/1/2001,Focus on Tax Break As Support Wanes On School Vouchers,tax break should be focus of debate rather than school vouchers,6
14904,2/1/2001,"A Faint Voice in the Rubble, And a 5-Day Ordeal Is Ended",survivor found in earthquake rubble,26
14905,2/1/2001,"Fed Cuts Key Rate By Half A Point, Citing Slowdown",Fed Reserve cuts interest rate,1
14906,2/1/2001,New Jersey's Acting Governor Is Sworn In,DiFrancesco sworn in as NJ president,24
14907,2/1/2001,Blake's Tygers (And Much More) Burning Bright at the Tate,Blake artwork to be on display,28
14908,2/2/2001,"Senate Confirms Ashcroft As Attorney General, 58-42, Closing A Five-Week Battle",Senate confirms Ashcroft,20
14909,2/2/2001,"After Long Climb, Prison Population Falls In New York",prison population declining in New York,12
14910,2/2/2001,"3,000-Mile Trip for 2 Boys And a Nightmare of Abuse",boys survive terrible abuse from mother,12
14911,2/2/2001,"Gaining, and Losing, Too",Ashcroft confirmation gains and loses for Bush administration,20
14912,2/2/2001,"As American Economy Slows, Europeans Suddenly Feel Flush",European economic market may outpace American economy,19
14913,2/2/2001,"Brooding Over Its Homeless, Japan Sees a Broken System",Japanese homeless system failing,19
14914,2/2/2001,Quaddafi Rants Against the U.S. In a Welcoming After Bomb Trial,"Libyan leader speaks out against US, handling of Pan Am trial",19
14915,2/3/2001,Clintons Agree To Reimburse 27 Gift Givers,Clintons to repay for gifts,20
